date,縣市,鄉鎮,戶數,人口總,人口男,人口女
2013/9/1,桃園市,大溪區,30321,91969,47333,44636
2013/9/1,桃園市,蘆竹區,52360,148769,74406,74363
2013/9/1,桃園市,大園區,27839,83384,43011,40373
2013/9/1,桃園市,龜山區,52961,140394,70761,69633
2013/9/1,桃園市,龍潭區,38316,115453,58496,56957
2013/9/1,桃園市,新屋區,15250,48025,25712,22313
2013/9/1,桃園市,觀音區,20208,62885,32999,29886
2013/9/1,桃園市,復興區,3707,10618,5889,4729
2013/9/1,新竹縣,竹北市,54755,157552,78717,78835
2013/9/1,新竹縣,關西鎮,9503,31010,16529,14481
2013/9/1,新竹縣,新埔鎮,10586,34740,18451,16289
2013/9/1,新竹縣,竹東鎮,31919,96478,48561,47917
2013/9/1,新竹縣,湖口鄉,24669,76675,38982,37693
2013/9/1,新竹縣,橫山鄉,4511,13939,7549,6390
2013/9/1,新竹縣,新豐鄉,17040,55249,28358,26891
2013/9/1,新竹縣,芎林鄉,6400,20286,10702,9584
2013/9/1,新竹縣,寶山鄉,5022,14076,7615,6461
2013/9/1,新竹縣,北埔鄉,3150,9857,5325,4532
2013/9/1,新竹縣,峨眉鄉,2063,5767,3208,2559
2013/9/1,新竹縣,尖石鄉,2797,9035,4831,4204
2013/9/1,新竹縣,五峰鄉,1729,4511,2482,2029
2013/9/1,苗栗縣,苗栗市,30236,91015,45589,45426
2013/9/1,苗栗縣,苑裡鎮,14218,48458,25156,23302
2013/9/1,苗栗縣,通霄鎮,11518,37183,19663,17520
2013/9/1,苗栗縣,竹南鎮,26306,82096,41605,40491
2013/9/1,苗栗縣,頭份市,32161,101269,51237,50032
2013/9/1,苗栗縣,後龍鎮,11874,38465,20232,18233
2013/9/1,苗栗縣,卓蘭鎮,6152,18417,9681,8736
2013/9/1,苗栗縣,大湖鄉,5428,15737,8348,7389
2013/9/1,苗栗縣,公館鄉,10552,34818,18138,16680
2013/9/1,苗栗縣,銅鑼鄉,6117,19082,10132,8950
2013/9/1,苗栗縣,南庄鄉,3981,10769,5914,4855
2013/9/1,苗栗縣,頭屋鄉,3613,11387,5994,5393
2013/9/1,苗栗縣,三義鄉,5427,17418,9126,8292
2013/9/1,苗栗縣,西湖鄉,2710,7653,4252,3401
2013/9/1,苗栗縣,造橋鄉,4120,13537,7118,6419
2013/9/1,苗栗縣,三灣鄉,2430,7133,3900,3233
2013/9/1,苗栗縣,獅潭鄉,1720,4725,2642,2083
2013/9/1,苗栗縣,泰安鄉,1971,5945,3188,2757
2013/9/1,彰化縣,彰化市,74406,236282,117309,118973
2013/9/1,彰化縣,鹿港鎮,23324,86081,43947,42134
2013/9/1,彰化縣,和美鎮,25399,90475,46332,44143
2013/9/1,彰化縣,北斗鎮,10275,33181,16769,16412
2013/9/1,彰化縣,員林市,37941,124861,62603,62258
2013/9/1,彰化縣,溪湖鎮,15765,55822,28461,27361
2013/9/1,彰化縣,田中鎮,12838,43197,22395,20802
2013/9/1,彰化縣,二林鎮,14716,52880,27285,25595
2013/9/1,彰化縣,線西鄉,4241,17089,8829,8260
2013/9/1,彰化縣,伸港鄉,9368,36093,18491,17602
2013/9/1,彰化縣,福興鄉,12387,47973,25058,22915
2013/9/1,彰化縣,秀水鄉,10183,39339,20304,19035
2013/9/1,彰化縣,花壇鄉,13470,45997,23669,22328
2013/9/1,彰化縣,芬園鄉,6871,24293,12806,11487
2013/9/1,彰化縣,大村鄉,10604,36429,18915,17514
2013/9/1,彰化縣,埔鹽鄉,8995,33524,17598,15926
2013/9/1,彰化縣,埔心鄉,10242,35074,18109,16965
2013/9/1,彰化縣,永靖鄉,10715,38606,20089,18517
2013/9/1,彰化縣,社頭鄉,12601,43917,22555,21362
2013/9/1,彰化縣,二水鄉,5363,16018,8420,7598
2013/9/1,彰化縣,田尾鄉,7806,28005,14562,13443
2013/9/1,彰化縣,埤頭鄉,8843,31269,16293,14976
2013/9/1,彰化縣,芳苑鄉,10090,35168,18646,16522
2013/9/1,彰化縣,大城鄉,5366,18089,9807,8282
2013/9/1,彰化縣,竹塘鄉,4625,16036,8457,7579
2013/9/1,彰化縣,溪州鄉,8848,30962,16281,14681
2013/9/1,南投縣,南投市,34110,102953,51679,51274
2013/9/1,南投縣,埔里鎮,28826,83978,42195,41783
2013/9/1,南投縣,草屯鎮,32128,99299,50177,49122
2013/9/1,南投縣,竹山鎮,19879,57170,29384,27786
2013/9/1,南投縣,集集鎮,4357,11459,5978,5481
2013/9/1,南投縣,名間鄉,12496,40476,21250,19226
2013/9/1,南投縣,鹿谷鄉,7289,18693,9919,8774
2013/9/1,南投縣,中寮鄉,5664,15765,8549,7216
2013/9/1,南投縣,魚池鄉,5785,16710,8762,7948
2013/9/1,南投縣,國姓鄉,7273,19964,10831,9133
2013/9/1,南投縣,水里鄉,7280,19146,10041,9105
2013/9/1,南投縣,信義鄉,5256,16714,8999,7715
2013/9/1,南投縣,仁愛鄉,4956,15657,8109,7548
2013/9/1,雲林縣,斗六市,36581,108037,54061,53976
2013/9/1,雲林縣,斗南鎮,15601,46354,23562,22792
2013/9/1,雲林縣,虎尾鎮,23743,70584,35848,34736
2013/9/1,雲林縣,西螺鎮,14351,47534,24190,23344
2013/9/1,雲林縣,土庫鎮,9061,29822,15596,14226
2013/9/1,雲林縣,北港鎮,15868,42138,21932,20206
2013/9/1,雲林縣,古坑鄉,10864,32945,17381,15564
2013/9/1,雲林縣,大埤鄉,6774,20340,10930,9410
2013/9/1,雲林縣,莿桐鄉,9234,29815,15649,14166
2013/9/1,雲林縣,林內鄉,5877,19269,10066,9203
2013/9/1,雲林縣,二崙鄉,8917,28765,15359,13406
2013/9/1,雲林縣,崙背鄉,8509,26320,13895,12425
2013/9/1,雲林縣,麥寮鄉,13529,42070,21425,20645
2013/9/1,雲林縣,東勢鄉,5800,15906,8711,7195
2013/9/1,雲林縣,褒忠鄉,4411,13727,7350,6377
2013/9/1,雲林縣,臺西鄉,8823,24851,13365,11486
2013/9/1,雲林縣,元長鄉,9457,27670,15095,12575
2013/9/1,雲林縣,四湖鄉,9063,25642,13908,11734
2013/9/1,雲林縣,口湖鄉,9669,29428,15648,13780
2013/9/1,雲林縣,水林鄉,10338,27357,14987,12370
2013/9/1,嘉義縣,太保市,11942,37019,19091,17928
2013/9/1,嘉義縣,朴子市,15240,43676,22129,21547
2013/9/1,嘉義縣,布袋鎮,10180,28782,14773,14009
2013/9/1,嘉義縣,大林鎮,11401,32670,16755,15915
2013/9/1,嘉義縣,民雄鄉,23680,72138,36954,35184
2013/9/1,嘉義縣,溪口鄉,5428,15585,8291,7294
2013/9/1,嘉義縣,新港鄉,10550,33550,17735,15815
2013/9/1,嘉義縣,六腳鄉,9077,25026,13265,11761
2013/9/1,嘉義縣,東石鄉,9466,26386,14021,12365
2013/9/1,嘉義縣,義竹鄉,7560,19881,10349,9532
2013/9/1,嘉義縣,鹿草鄉,5845,16675,8944,7731
2013/9/1,嘉義縣,水上鄉,17712,51324,26499,24825
2013/9/1,嘉義縣,中埔鄉,15882,46746,24371,22375
2013/9/1,嘉義縣,竹崎鄉,11534,37470,19992,17478
2013/9/1,嘉義縣,梅山鄉,6784,20630,10940,9690
2013/9/1,嘉義縣,番路鄉,4302,12190,6618,5572
2013/9/1,嘉義縣,大埔鄉,1933,4539,2356,2183
2013/9/1,嘉義縣,阿里山鄉,1936,5717,3044,2673
2013/9/1,屏東縣,屏東市,73249,206552,102615,103937
2013/9/1,屏東縣,潮州鎮,18845,55336,27777,27559
2013/9/1,屏東縣,東港鎮,16152,48825,24669,24156
2013/9/1,屏東縣,恆春鎮,11131,30686,15714,14972
2013/9/1,屏東縣,萬丹鄉,14619,52696,27300,25396
2013/9/1,屏東縣,長治鄉,9932,30498,15939,14559
2013/9/1,屏東縣,麟洛鄉,3677,11294,5850,5444
2013/9/1,屏東縣,九如鄉,6748,22457,11639,10818
2013/9/1,屏東縣,里港鄉,8044,26440,13447,12993
2013/9/1,屏東縣,鹽埔鄉,7821,26665,13877,12788
2013/9/1,屏東縣,高樹鄉,9425,25785,13752,12033
2013/9/1,屏東縣,萬巒鄉,6458,21230,11169,10061
2013/9/1,屏東縣,內埔鄉,18291,56749,29422,27327
2013/9/1,屏東縣,竹田鄉,5624,17833,9484,8349
2013/9/1,屏東縣,新埤鄉,3406,10238,5448,4790
2013/9/1,屏東縣,枋寮鄉,8574,25722,13482,12240
2013/9/1,屏東縣,新園鄉,11689,37199,19257,17942
2013/9/1,屏東縣,崁頂鄉,4376,16411,8328,8083
2013/9/1,屏東縣,林邊鄉,7079,19638,10111,9527
2013/9/1,屏東縣,南州鄉,3674,11162,5717,5445
2013/9/1,屏東縣,佳冬鄉,7103,20624,10715,9909
2013/9/1,屏東縣,琉球鄉,4113,12153,6740,5413
2013/9/1,屏東縣,車城鄉,3475,9119,4915,4204
2013/9/1,屏東縣,滿州鄉,3044,8153,4500,3653
2013/9/1,屏東縣,枋山鄉,2125,5778,3093,2685
2013/9/1,屏東縣,三地門鄉,2247,7552,3839,3713
2013/9/1,屏東縣,霧臺鄉,1044,3149,1640,1509
2013/9/1,屏東縣,瑪家鄉,1949,6581,3403,3178
2013/9/1,屏東縣,泰武鄉,1258,5104,2685,2419
2013/9/1,屏東縣,來義鄉,2223,7606,3887,3719
2013/9/1,屏東縣,春日鄉,1329,4823,2482,2341
2013/9/1,屏東縣,獅子鄉,1506,4755,2472,2283
2013/9/1,屏東縣,牡丹鄉,1881,4794,2476,2318
2013/9/1,臺東縣,臺東市,38651,107415,54155,53260
2013/9/1,臺東縣,成功鎮,5439,15064,7962,7102
2013/9/1,臺東縣,關山鎮,3254,9312,4882,4430
2013/9/1,臺東縣,卑南鄉,6625,17741,9471,8270
2013/9/1,臺東縣,大武鄉,2512,6515,3400,3115
2013/9/1,臺東縣,太麻里鄉,4596,11628,6175,5453
2013/9/1,臺東縣,東河鄉,3739,9037,5020,4017
2013/9/1,臺東縣,長濱鄉,2919,7774,4432,3342
2013/9/1,臺東縣,鹿野鄉,3128,8247,4441,3806
2013/9/1,臺東縣,池上鄉,3279,8697,4584,4113
2013/9/1,臺東縣,綠島鄉,1083,3512,1858,1654
2013/9/1,臺東縣,延平鄉,1071,3543,1912,1631
2013/9/1,臺東縣,海端鄉,1090,4357,2368,1989
2013/9/1,臺東縣,達仁鄉,1484,3775,2058,1717
2013/9/1,臺東縣,金峰鄉,1088,3505,1824,1681
2013/9/1,臺東縣,蘭嶼鄉,1676,4867,2487,2380
2013/9/1,花蓮縣,花蓮市,41163,107329,52269,55060
2013/9/1,花蓮縣,鳳林鎮,4425,11454,6050,5404
2013/9/1,花蓮縣,玉里鎮,8943,25786,13875,11911
2013/9/1,花蓮縣,新城鄉,7440,20116,10412,9704
2013/9/1,花蓮縣,吉安鄉,30544,82095,41747,40348
2013/9/1,花蓮縣,壽豐鄉,6891,18103,9768,8335
2013/9/1,花蓮縣,光復鄉,5029,13491,7189,6302
2013/9/1,花蓮縣,豐濱鄉,1748,4617,2572,2045
2013/9/1,花蓮縣,瑞穗鄉,4654,12204,6572,5632
2013/9/1,花蓮縣,富里鄉,4006,11008,6005,5003
2013/9/1,花蓮縣,秀林鄉,4711,15199,7873,7326
2013/9/1,花蓮縣,萬榮鄉,2084,6511,3475,3036
2013/9/1,花蓮縣,卓溪鄉,1663,6126,3389,2737
2013/9/1,澎湖縣,馬公市,21909,58834,29873,28961
2013/9/1,澎湖縣,湖西鄉,5154,14094,7376,6718
2013/9/1,澎湖縣,白沙鄉,3263,9569,5027,4542
2013/9/1,澎湖縣,西嶼鄉,2907,8374,4306,4068
2013/9/1,澎湖縣,望安鄉,1996,5010,2702,2308
2013/9/1,澎湖縣,七美鄉,1295,3635,1898,1737
2013/9/1,基隆市,中正區,22370,53672,27478,26194
2013/9/1,基隆市,七堵區,20636,54073,27392,26681
2013/9/1,基隆市,暖暖區,14888,37820,19151,18669
2013/9/1,基隆市,仁愛區,19611,47184,23230,23954
2013/9/1,基隆市,中山區,19340,49422,25200,24222
2013/9/1,基隆市,安樂區,32108,82051,40890,41161
2013/9/1,基隆市,信義區,20656,51191,25570,25621
2013/9/1,新竹市,東區,73360,204077,100580,103497
2013/9/1,新竹市,北區,53338,147854,72754,75100
2013/9/1,新竹市,香山區,24983,75630,38541,37089
2013/9/1,嘉義市,東區,45027,124010,60366,63644
2013/9/1,嘉義市,西區,52608,147096,72475,74621
2013/9/1,金門縣,金城鎮,12205,38555,19389,19166
2013/9/1,金門縣,金湖鎮,8081,25744,13044,12700
2013/9/1,金門縣,金沙鎮,5885,18321,9119,9202
2013/9/1,金門縣,金寧鄉,7155,24642,12534,12108
2013/9/1,金門縣,烈嶼鄉,2911,11020,5438,5582
2013/9/1,金門縣,烏坵鄉,134,642,320,322
2013/9/1,連江縣,南竿鄉,1381,7206,4060,3146
2013/9/1,連江縣,北竿鄉,455,2242,1240,1002
2013/9/1,連江縣,莒光鄉,269,1429,838,591
2013/9/1,連江縣,東引鄉,293,1164,684,480
2013/10/1,總計,新北市,1475305,3952335,1949412,2002923
2013/10/1,總計,臺北市,1026025,2682839,1288549,1394290
2013/10/1,總計,臺中市,895471,2698811,1338644,1360167
2013/10/1,總計,臺南市,662494,1882777,944612,938165
2013/10/1,總計,高雄市,1055414,2779427,1386156,1393271
2013/10/1,總計,臺灣省,3120977,9233345,4707091,4526254
2013/10/1,總計,宜蘭縣,160766,458558,233050,225508
2013/10/1,總計,桃園市,714289,2041544,1025583,1015961
2013/10/1,總計,新竹縣,174307,529554,271498,258056
2013/10/1,總計,苗栗縣,180651,565252,291919,273333
2013/10/1,總計,彰化縣,375414,1296420,663789,632631
2013/10/1,總計,南投縣,175364,517701,265740,251961
2013/10/1,總計,雲林縣,236538,708373,368837,339536
2013/10/1,總計,嘉義縣,180485,529750,275974,253776
2013/10/1,總計,屏東縣,282080,853130,437570,415560
2013/10/1,總計,臺東縣,81686,224936,116975,107961
2013/10/1,總計,花蓮縣,123370,334014,171128,162886
2013/10/1,總計,澎湖縣,36977,100090,51517,48573
2013/10/1,總計,基隆市,149619,375204,188806,186398
2013/10/1,總計,新竹市,151851,427850,211953,215897
2013/10/1,總計,嘉義市,97580,270969,132752,138217
2013/10/1,總計,福建省,38833,131613,66984,64629
2013/10/1,總計,金門縣,36426,119534,60135,59399
2013/10/1,總計,連江縣,2407,12079,6849,5230
2013/10/1,新北市,板橋區,203367,556838,273410,283428
2013/10/1,新北市,三重區,145463,389672,193090,196582
2013/10/1,新北市,中和區,160882,416039,203900,212139
2013/10/1,新北市,永和區,90690,229403,109463,119940
2013/10/1,新北市,新莊區,144242,409406,201361,208045
2013/10/1,新北市,新店區,120777,298578,144976,153602
2013/10/1,新北市,樹林區,64224,183180,91742,91438
2013/10/1,新北市,鶯歌區,28828,88607,44488,44119
2013/10/1,新北市,三峽區,39372,109734,55506,54228
2013/10/1,新北市,淡水區,65021,154512,74621,79891
2013/10/1,新北市,汐止區,83142,194084,95472,98612
2013/10/1,新北市,瑞芳區,16029,41524,21018,20506
2013/10/1,新北市,土城區,84999,239353,118870,120483
2013/10/1,新北市,蘆洲區,68078,199457,98411,101046
2013/10/1,新北市,五股區,28633,81630,41243,40387
2013/10/1,新北市,泰山區,27216,77805,38845,38960
2013/10/1,新北市,林口區,35874,93565,46017,47548
2013/10/1,新北市,深坑區,9262,23612,11846,11766
2013/10/1,新北市,石碇區,3362,7848,4323,3525
2013/10/1,新北市,坪林區,2477,6469,3629,2840
2013/10/1,新北市,三芝區,9168,23460,12091,11369
2013/10/1,新北市,石門區,4252,12789,6668,6121
2013/10/1,新北市,八里區,13248,36076,18186,17890
2013/10/1,新北市,平溪區,2380,5021,2789,2232
2013/10/1,新北市,雙溪區,3863,9412,5073,4339
2013/10/1,新北市,貢寮區,4455,13315,6826,6489
2013/10/1,新北市,金山區,6931,22358,11132,11226
2013/10/1,新北市,萬里區,7302,22564,11421,11143
2013/10/1,新北市,烏來區,1768,6024,2995,3029
2013/10/1,臺北市,松山區,79752,209992,99356,110636
2013/10/1,臺北市,信義區,88385,228190,109554,118636
2013/10/1,臺北市,大安區,119496,313178,146861,166317
2013/10/1,臺北市,中山區,97242,228422,106885,121537
2013/10/1,臺北市,中正區,64577,162962,78183,84779
2013/10/1,臺北市,大同區,50486,129576,63496,66080
2013/10/1,臺北市,萬華區,77107,193133,95742,97391
2013/10/1,臺北市,文山區,101860,270923,130701,140222
2013/10/1,臺北市,南港區,45031,119632,58518,61114
2013/10/1,臺北市,內湖區,103631,282362,135516,146846
2013/10/1,臺北市,士林區,104710,289408,140181,149227
2013/10/1,臺北市,北投區,93748,255061,123556,131505
2013/10/1,臺中市,中區,7976,20091,9984,10107
2013/10/1,臺中市,東區,26820,74448,37275,37173
2013/10/1,臺中市,南區,44870,118048,57085,60963
2013/10/1,臺中市,西區,44490,116364,55519,60845
2013/10/1,臺中市,北區,57720,147907,71347,76560
2013/10/1,臺中市,西屯區,78388,215049,103719,111330
2013/10/1,臺中市,南屯區,56840,159611,76878,82733
2013/10/1,臺中市,北屯區,89429,255477,123409,132068
2013/10/1,臺中市,豐原區,51456,166059,82274,83785
2013/10/1,臺中市,東勢區,17215,51999,26896,25103
2013/10/1,臺中市,大甲區,22298,77846,39437,38409
2013/10/1,臺中市,清水區,25851,85975,44298,41677
2013/10/1,臺中市,沙鹿區,26301,86187,43748,42439
2013/10/1,臺中市,梧棲區,16526,55962,28271,27691
2013/10/1,臺中市,后里區,15226,54039,27592,26447
2013/10/1,臺中市,神岡區,18422,64880,33273,31607
2013/10/1,臺中市,潭子區,34186,104407,51852,52555
2013/10/1,臺中市,大雅區,27393,91889,46089,45800
2013/10/1,臺中市,新社區,7447,25306,13178,12128
2013/10/1,臺中市,石岡區,4890,15650,8151,7499
2013/10/1,臺中市,外埔區,9173,31789,16355,15434
2013/10/1,臺中市,大安區,5326,19770,10393,9377
2013/10/1,臺中市,烏日區,21891,70598,35746,34852
2013/10/1,臺中市,大肚區,16449,55938,28653,27285
2013/10/1,臺中市,龍井區,21678,75550,38354,37196
2013/10/1,臺中市,霧峰區,19274,64194,32838,31356
2013/10/1,臺中市,太平區,58061,178568,89207,89361
2013/10/1,臺中市,大里區,65487,204640,101127,103513
2013/10/1,臺中市,和平區,4388,10570,5696,4874
2013/10/1,臺南市,新營區,28171,78425,38936,39489
2013/10/1,臺南市,鹽水區,10037,26469,13796,12673
2013/10/1,臺南市,白河區,10990,30252,15863,14389
2013/10/1,臺南市,柳營區,7802,21990,11465,10525
2013/10/1,臺南市,後壁區,8940,24985,13013,11972
2013/10/1,臺南市,東山區,8292,22253,11788,10465
2013/10/1,臺南市,麻豆區,15403,45243,23019,22224
2013/10/1,臺南市,下營區,9115,25357,13072,12285
2013/10/1,臺南市,六甲區,7763,23220,12041,11179
2013/10/1,臺南市,官田區,7749,21798,11160,10638
2013/10/1,臺南市,大內區,4029,10447,5567,4880
2013/10/1,臺南市,佳里區,19990,59338,29478,29860
2013/10/1,臺南市,學甲區,9675,27255,13948,13307
2013/10/1,臺南市,西港區,7957,24923,12644,12279
2013/10/1,臺南市,七股區,8128,23880,12448,11432
2013/10/1,臺南市,將軍區,7377,20833,10625,10208
2013/10/1,臺南市,北門區,4400,11906,5996,5910
2013/10/1,臺南市,新化區,14063,43830,22456,21374
2013/10/1,臺南市,善化區,15641,44981,22673,22308
2013/10/1,臺南市,新市區,11341,35297,17771,17526
2013/10/1,臺南市,安定區,9649,30262,15616,14646
2013/10/1,臺南市,山上區,2715,7585,3972,3613
2013/10/1,臺南市,玉井區,5128,14852,7740,7112
2013/10/1,臺南市,楠西區,3547,10176,5406,4770
2013/10/1,臺南市,南化區,2840,8872,4837,4035
2013/10/1,臺南市,左鎮區,1995,5230,2926,2304
2013/10/1,臺南市,仁德區,26264,72323,36883,35440
2013/10/1,臺南市,歸仁區,21690,67116,34143,32973
2013/10/1,臺南市,關廟區,10852,35145,18193,16952
2013/10/1,臺南市,龍崎區,1586,4326,2341,1985
2013/10/1,臺南市,永康區,80043,226510,112095,114415
2013/10/1,臺南市,東區,71898,191620,92302,99318
2013/10/1,臺南市,南區,44349,125666,62687,62979
2013/10/1,臺南市,北區,49311,132285,64824,67461
2013/10/1,臺南市,安南區,58727,185038,93756,91282
2013/10/1,臺南市,安平區,24239,64561,30845,33716
2013/10/1,臺南市,中西區,30798,78528,38287,40241
2013/10/1,高雄市,鹽埕區,10987,25904,12916,12988
2013/10/1,高雄市,鼓山區,54786,134859,65570,69289
2013/10/1,高雄市,左營區,76338,195385,95284,100101
2013/10/1,高雄市,楠梓區,64965,177339,87709,89630
2013/10/1,高雄市,三民區,133935,348599,169678,178921
2013/10/1,高雄市,新興區,22791,53232,25716,27516
2013/10/1,高雄市,前金區,12571,28021,13567,14454
2013/10/1,高雄市,苓雅區,72267,177892,86203,91689
2013/10/1,高雄市,前鎮區,77565,195031,96399,98632
2013/10/1,高雄市,旗津區,10950,29073,15045,14028
2013/10/1,高雄市,小港區,65509,156056,78007,78049
2013/10/1,高雄市,鳳山區,133956,352409,174084,178325
2013/10/1,高雄市,林園區,25165,70368,35881,34487
2013/10/1,高雄市,大寮區,40210,110368,56986,53382
2013/10/1,高雄市,大樹區,13228,43407,22361,21046
2013/10/1,高雄市,大社區,12290,33975,17394,16581
2013/10/1,高雄市,仁武區,29272,79081,40504,38577
2013/10/1,高雄市,鳥松區,17345,43775,22251,21524
2013/10/1,高雄市,岡山區,34234,97833,48810,49023
2013/10/1,高雄市,橋頭區,13085,36994,18874,18120
2013/10/1,高雄市,燕巢區,10251,30578,16261,14317
2013/10/1,高雄市,田寮區,3448,7752,4312,3440
2013/10/1,高雄市,阿蓮區,9368,29834,15051,14783
2013/10/1,高雄市,路竹區,16442,53011,27077,25934
2013/10/1,高雄市,湖內區,10138,29190,14993,14197
2013/10/1,高雄市,茄萣區,10360,30876,16012,14864
2013/10/1,高雄市,永安區,5823,14141,7131,7010
2013/10/1,高雄市,彌陀區,6685,19934,10346,9588
2013/10/1,高雄市,梓官區,12360,36371,18811,17560
2013/10/1,高雄市,旗山區,13893,38623,20027,18596
2013/10/1,高雄市,美濃區,14439,41713,21775,19938
2013/10/1,高雄市,六龜區,5704,13960,7541,6419
2013/10/1,高雄市,甲仙區,2379,6467,3442,3025
2013/10/1,高雄市,杉林區,4821,12602,6870,5732
2013/10/1,高雄市,內門區,5073,15381,8380,7001
2013/10/1,高雄市,茂林區,580,1820,918,902
2013/10/1,高雄市,桃源區,1335,4426,2338,2088
2013/10/1,高雄市,那瑪夏區,866,3147,1632,1515
2013/10/1,宜蘭縣,宜蘭市,34864,96088,47073,49015
2013/10/1,宜蘭縣,羅東鎮,25611,72311,34508,37803
2013/10/1,宜蘭縣,蘇澳鎮,13849,41481,21176,20305
2013/10/1,宜蘭縣,頭城鎮,9987,30060,15538,14522
2013/10/1,宜蘭縣,礁溪鄉,13088,36019,18855,17164
2013/10/1,宜蘭縣,壯圍鄉,8392,24475,12984,11491
2013/10/1,宜蘭縣,員山鄉,11180,32206,17189,15017
2013/10/1,宜蘭縣,冬山鄉,18377,53688,27565,26123
2013/10/1,宜蘭縣,五結鄉,13744,39153,20273,18880
2013/10/1,宜蘭縣,三星鄉,7941,21185,11497,9688
2013/10/1,宜蘭縣,大同鄉,1864,5984,3259,2725
2013/10/1,宜蘭縣,南澳鄉,1869,5908,3133,2775
2013/10/1,桃園市,桃園區,152781,415259,202983,212276
2013/10/1,桃園市,中壢區,135545,378362,188244,190118
2013/10/1,桃園市,平鎮區,70681,211015,105826,105189
2013/10/1,桃園市,八德區,61692,179446,90813,88633
2013/10/1,桃園市,楊梅區,52317,155559,78978,76581
2013/10/1,桃園市,大溪區,30347,91958,47324,44634
2013/10/1,桃園市,蘆竹區,52449,148968,74476,74492
2013/10/1,桃園市,大園區,27918,83418,43022,40396
2013/10/1,桃園市,龜山區,52977,140373,70717,69656
2013/10/1,桃園市,龍潭區,38367,115554,58556,56998
2013/10/1,桃園市,新屋區,15260,48001,25692,22309
2013/10/1,桃園市,觀音區,20246,62985,33049,29936
2013/10/1,桃園市,復興區,3709,10646,5903,4743
2013/10/1,新竹縣,竹北市,54866,157969,78913,79056
2013/10/1,新竹縣,關西鎮,9498,30978,16523,14455
2013/10/1,新竹縣,新埔鎮,10593,34743,18458,16285
2013/10/1,新竹縣,竹東鎮,31901,96387,48508,47879
2013/10/1,新竹縣,湖口鄉,24699,76714,38981,37733
2013/10/1,新竹縣,橫山鄉,4505,13924,7540,6384
2013/10/1,新竹縣,新豐鄉,17060,55265,28375,26890
2013/10/1,新竹縣,芎林鄉,6404,20266,10702,9564
2013/10/1,新竹縣,寶山鄉,5025,14082,7624,6458
2013/10/1,新竹縣,北埔鄉,3153,9863,5330,4533
2013/10/1,新竹縣,峨眉鄉,2067,5764,3205,2559
2013/10/1,新竹縣,尖石鄉,2801,9062,4844,4218
2013/10/1,新竹縣,五峰鄉,1735,4537,2495,2042
2013/10/1,苗栗縣,苗栗市,30255,91024,45572,45452
2013/10/1,苗栗縣,苑裡鎮,14231,48499,25175,23324
2013/10/1,苗栗縣,通霄鎮,11514,37180,19641,17539
2013/10/1,苗栗縣,竹南鎮,26340,82177,41653,40524
2013/10/1,苗栗縣,頭份市,32198,101360,51280,50080
2013/10/1,苗栗縣,後龍鎮,11866,38439,20215,18224
2013/10/1,苗栗縣,卓蘭鎮,6166,18447,9676,8771
2013/10/1,苗栗縣,大湖鄉,5420,15694,8328,7366
2013/10/1,苗栗縣,公館鄉,10554,34822,18141,16681
2013/10/1,苗栗縣,銅鑼鄉,6117,19042,10107,8935
2013/10/1,苗栗縣,南庄鄉,3987,10760,5907,4853
2013/10/1,苗栗縣,頭屋鄉,3611,11407,6003,5404
2013/10/1,苗栗縣,三義鄉,5434,17420,9117,8303
2013/10/1,苗栗縣,西湖鄉,2712,7665,4257,3408
2013/10/1,苗栗縣,造橋鄉,4120,13531,7126,6405
2013/10/1,苗栗縣,三灣鄉,2430,7125,3895,3230
2013/10/1,苗栗縣,獅潭鄉,1722,4706,2634,2072
2013/10/1,苗栗縣,泰安鄉,1974,5954,3192,2762
2013/10/1,彰化縣,彰化市,74396,236238,117257,118981
2013/10/1,彰化縣,鹿港鎮,23330,86054,43943,42111
2013/10/1,彰化縣,和美鎮,25401,90438,46314,44124
2013/10/1,彰化縣,北斗鎮,10294,33196,16773,16423
2013/10/1,彰化縣,員林市,37955,124855,62593,62262
2013/10/1,彰化縣,溪湖鎮,15785,55799,28438,27361
2013/10/1,彰化縣,田中鎮,12847,43156,22371,20785
2013/10/1,彰化縣,二林鎮,14722,52885,27286,25599
2013/10/1,彰化縣,線西鄉,4244,17102,8840,8262
2013/10/1,彰化縣,伸港鄉,9372,36101,18497,17604
2013/10/1,彰化縣,福興鄉,12402,47987,25071,22916
2013/10/1,彰化縣,秀水鄉,10192,39361,20320,19041
2013/10/1,彰化縣,花壇鄉,13482,45975,23653,22322
2013/10/1,彰化縣,芬園鄉,6867,24284,12799,11485
2013/10/1,彰化縣,大村鄉,10618,36460,18919,17541
2013/10/1,彰化縣,埔鹽鄉,8998,33524,17599,15925
2013/10/1,彰化縣,埔心鄉,10248,35051,18098,16953
2013/10/1,彰化縣,永靖鄉,10716,38566,20061,18505
2013/10/1,彰化縣,社頭鄉,12601,43925,22567,21358
2013/10/1,彰化縣,二水鄉,5357,16014,8413,7601
2013/10/1,彰化縣,田尾鄉,7806,27997,14548,13449
2013/10/1,彰化縣,埤頭鄉,8844,31250,16283,14967
2013/10/1,彰化縣,芳苑鄉,10096,35163,18635,16528
2013/10/1,彰化縣,大城鄉,5363,18069,9785,8284
2013/10/1,彰化縣,竹塘鄉,4629,16044,8457,7587
2013/10/1,彰化縣,溪州鄉,8849,30926,16269,14657
